GalaxyX   GalaxyY   GalaxyS850   GalaxyS500  GalaxyS350   GalaxyS250     z   SurveyID  SourceX  SourceY  SourceS500  SourceS350  SourceS250  SourceFlag 
 0.9944412  0.2984464  11.93  52.24  119.32  213.43 0.388132 Survey010039  0.9944444  0.2977778  58.20  132.15  235.69 1
 0.9953286  0.2968287   2.14   9.14   20.24   34.44 0.801878 Survey010039  0.9944444  0.2977778  58.20  132.15  235.69 0
-2.1729758  0.1196572  13.96  60.99  138.46  243.87 0.769435 Survey010040 -2.1733333  0.1188889  58.22  133.08  236.05 1
-1.4530615 -1.6938912   9.93  57.66  160.87  352.33 0.142131 Survey010041 -1.4533333 -1.6944444  59.11  159.42  351.28 1
-1.5051844 -1.7815289  10.69  62.84  177.50  394.46 0.150054 Survey010042 -1.5055556 -1.7822222  60.29  171.93  384.12 1
 1.1104275 -0.2505620  14.02  59.09  128.87  214.57 0.738159 Survey010043  1.1100000 -0.2511111  60.54  128.60  212.50 1
-0.1760637  0.0918051  13.79  68.63  181.00  396.24 0.235928 Survey010044 -0.1766667  0.0911111  60.86  170.99  379.00 1
 1.9256440  0.3023399  14.79  60.66  128.03  202.88 1.093584 Survey010045  1.9255556  0.3022222  61.19  130.99  206.18 1
-0.6814876 -2.2185392  10.60  62.65  178.61  404.33 0.077590 Survey010046 -0.6822222 -2.2188889  61.27  177.36  397.97 1
-1.9916383 -0.0904058  12.76  62.31  160.92  342.07 0.185683 Survey010047 -1.9922222 -0.0911111  61.53  155.91  328.09 1
-1.0414257  0.2886695   2.13   4.26    4.69    2.87 3.802948 Survey010048 -1.0411111  0.2900000  61.63   97.46  114.86 1
-1.0410799  0.2906971  12.92  46.92   86.09  111.85 1.299582 Survey010048 -1.0411111  0.2900000  61.63   97.46  114.86 0
-1.0675465  0.4836098   9.22  56.01  164.32  386.07 0.077869 Survey010049 -1.0677778  0.4833333  62.69  166.28  388.58 1
 1.9600585  1.4591317  13.81  68.53  180.15  392.36 0.274359 Survey010050  1.9600000  1.4588889  62.79  178.42  395.49 1
 0.5825383 -1.8988093  11.47  63.44  166.07  327.22 0.016677 Survey010051  0.5822222 -1.8988889  62.81  169.89  332.50 1
 0.5842584 -1.8991214   3.34   8.47   10.51    9.23 2.600400 Survey010051  0.5822222 -1.8988889  62.81  169.89  332.50 0
-0.5085174 -0.7178996   8.10  49.16  143.97  336.44 0.103727 Survey010052 -0.5088889 -0.7177778  62.88  152.86  333.10 1
-1.8347046  0.2505892  12.27  55.74  132.48  249.78 0.449011 Survey010053 -1.8355556  0.2500000  62.91  141.44  245.56 1
 1.6826003 -0.3792791  12.50  59.43  148.77  301.79 0.552706 Survey010054  1.6822222 -0.3800000  63.54  151.65  299.48 1
 1.6832205 -0.3805861   2.07   4.80    6.13    4.66 3.688913 Survey010054  1.6822222 -0.3800000  63.54  151.65  299.48 0
-1.6867932  1.0171477  12.71  57.77  137.38  258.93 0.505435 Survey010055 -1.6866667  1.0166667  64.08  139.70  256.05 1
-0.3692507 -2.2330363   5.90  19.90   33.62   39.26 1.532233 Survey010056 -0.3700000 -2.2333333  64.72  125.88  198.70 1
-0.3693263 -2.2325697   7.72  35.07   83.28  156.59 0.594486 Survey010056 -0.3700000 -2.2333333  64.72  125.88  198.70 0
-1.3935609  0.7259765  13.28  59.50  139.04  255.28 0.638085 Survey010057 -1.3933333  0.7255556  65.36  141.70  252.80 1
 1.6070004  0.3680628  11.68  58.94  158.02  354.26 0.302428 Survey010058  1.6066667  0.3677778  65.95  169.45  367.63 1
 1.6072372  0.3680390   3.17   9.06   13.02   13.60 2.710052 Survey010058  1.6066667  0.3677778  65.95  169.45  367.63 0
-2.3877838 -0.2739306   4.78  14.99   23.26   27.81 2.402787 Survey010059 -2.3877778 -0.2733333  66.23  117.28  159.45 1
-2.3879199 -0.2732104  12.32  47.94   95.20  138.20 1.327888 Survey010059 -2.3877778 -0.2733333  66.23  117.28  159.45 0
-0.3996049 -2.1709251  11.93  67.25  181.85  382.66 0.170382 Survey010060 -0.4000000 -2.1711111  67.75  182.44  383.95 1
 1.1972320  1.7633715  13.96  68.94  180.23  389.49 0.432557 Survey010061  1.1966667  1.7633333  67.75  175.63  381.05 1
 0.6356931 -1.1461118  11.33  67.13  192.88  445.33 0.078017 Survey010062  0.6355556 -1.1466667  68.53  191.07  444.07 1
 1.3963786 -1.8728768  12.00  75.18  228.72  567.50 0.063040 Survey010063  1.3966667 -1.8733333  70.62  221.54  554.50 1
 0.5837364 -0.4465410  14.22  60.07  131.18  218.38 0.930156 Survey010064  0.5833333 -0.4466667  74.06  149.04  233.62 1
-0.1125083 -2.2051828  17.71  77.81  177.75  315.61 0.877011 Survey010065 -0.1122222 -2.2055556  75.21  174.62  310.94 1
 1.1979965  0.4608397  11.09  66.37  190.96  434.60 0.061402 Survey010066  1.1977778  0.4611111  76.52  203.77  439.50 1
 1.1963617  0.4596257   2.65   5.96    7.05    5.14 3.289805 Survey010066  1.1977778  0.4611111  76.52  203.77  439.50 0
-1.5790601  0.8534442  15.91  67.97  150.43  255.53 0.731191 Survey010067 -1.5788889  0.8533333  77.25  160.85  259.17 1
-1.8723437  0.9680181  14.33  84.65  239.44  528.74 0.018914 Survey010068 -1.8722222  0.9677778  78.40  231.87  518.44 1
 1.7639838  0.4566798  17.39  84.87  218.88  463.67 0.347356 Survey010069  1.7633333  0.4566667  79.19  211.98  452.59 1
-0.7228830 -1.6796641   1.04   4.96   11.17   18.35 0.689481 Survey010070 -0.7233333 -1.6800000  80.15  188.99  346.09 1
-0.7228974 -1.6796983  16.53  74.45  174.96  323.69 0.689481 Survey010070 -0.7233333 -1.6800000  80.15  188.99  346.09 0
-0.7234091 -1.6822469   2.70   5.86    6.50    4.51 3.072136 Survey010070 -0.7233333 -1.6800000  80.15  188.99  346.09 0
 1.4314760 -1.7015357  15.63  66.17  144.82  241.73 1.190236 Survey010071  1.4311111 -1.7022222  81.05  164.93  252.32 1
 1.9968038 -1.2241610  15.00  88.37  250.64  561.96 0.099115 Survey010072  1.9966667 -1.2244444  83.44  247.99  564.86 1
-0.6031287  1.1476134  17.05  81.78  207.15  429.20 0.152757 Survey010073 -0.6033333  1.1477778  83.95  206.27  422.68 1
-1.7107327 -1.7081156  17.39  89.36  244.50  564.52 0.244197 Survey010074 -1.7111111 -1.7088889  86.18  239.42  552.15 1
-0.8437826  1.9045303   2.22   5.33    7.21    5.79 3.950984 Survey010075 -0.8455556  1.9044444  88.74  226.78  452.72 1
-0.8448611  1.9051470  14.47  81.45  219.82  461.13 0.148597 Survey010075 -0.8455556  1.9044444  88.74  226.78  452.72 0
-1.5618633  0.2648296  18.75  93.38  246.69  542.04 0.096400 Survey010076 -1.5622222  0.2644444  94.04  247.54  542.41 1
-0.1791321  1.1558247   1.32   3.70    5.43    5.56 3.026199 Survey010077 -0.1800000  1.1566667  96.39   59.79   61.01 1
-0.1799118  1.1566515   4.20  16.59   33.47   49.69 1.264197 Survey010077 -0.1800000  1.1566667  96.39   59.79   61.01 0
 1.2150539 -1.3267891   1.92   4.37    5.41    3.98 3.617379 Survey010078  1.2144444 -1.3244444  97.43  216.94  423.77 1
 1.2148166 -1.3243959  14.92  73.21  190.15  407.20 0.204281 Survey010078  1.2144444 -1.3244444  97.43  216.94  423.77 0
-0.2383057  1.6157019  22.33 107.47  272.88  565.39 0.204065 Survey010079 -0.2388889  1.6155556 100.96  266.58  555.91 1
 0.3034914 -1.4995991  20.99 104.82  277.53  610.87 0.199809 Survey010080  0.3033333 -1.5000000 102.05  274.15  609.94 1
-1.4165581  1.6181797  22.30 110.44  289.43  626.83 0.359918 Survey010081 -1.4166667  1.6177778 107.11  285.60  623.53 1
 0.7461569  2.3891466  23.17 104.14  244.38  451.67 0.604552 Survey010082  0.7455556  2.3888889 108.47  251.64  454.15 1
 0.6060316 -0.8335212  15.09  88.62  252.19  575.04 0.068969 Survey010083  0.6055556 -0.8333333 109.20  262.55  571.74 1
 0.6041397 -0.8339985   4.02   9.96   11.98   10.14 2.324892 Survey010083  0.6055556 -0.8333333 109.20  262.55  571.74 0
-1.3187873  0.8295238  18.06 111.60  333.60  804.25 0.083758 Survey010084 -1.3188889  0.8288889 111.48  336.27  799.43 1
 1.0766650 -1.0510954  22.63 106.86  265.47  533.25 0.341952 Survey010085  1.0766667 -1.0511111 113.48  268.09  531.93 1
 0.4054741  2.3100502  19.41 121.10  366.01  896.46 0.061881 Survey010086  0.4055556  2.3100000 115.65  361.10  892.36 1
-0.3477429 -0.5373446  23.94 124.01  342.46  801.50 0.172567 Survey010087 -0.3477778 -0.5377778 120.42  338.82  798.78 1
 1.9678957  1.1894778  27.03 133.21  347.60  749.74 0.139580 Survey010088  1.9677778  1.1888889 122.43  337.52  736.61 1
 1.5620667 -0.3057682  26.25 126.75  323.60  678.21 0.124821 Survey010089  1.5622222 -0.3055556 122.52  315.98  655.20 1
-0.1043385  1.5295123   1.74   4.21    5.72    4.64 3.839518 Survey010090 -0.1033333  1.5288889 145.53  393.63  820.67 1
-0.1036085  1.5295910  24.77 143.22  395.43  844.46 0.023707 Survey010090 -0.1033333  1.5288889 145.53  393.63  820.67 0
 1.4463876  1.6725863  25.46 156.26  463.79 1107.59 0.043420 Survey010091  1.4466667  1.6722222 153.96  460.26 1089.51 1
 1.4470479  1.6743156   3.29   6.66    7.45    4.61 3.934818 Survey010091  1.4466667  1.6722222 153.96  460.26 1089.51 0
-0.8152586  0.8602108   4.04   9.30   10.83    8.20 2.947385 Survey010092 -0.8166667  0.8588889 163.14  456.63 1100.65 1
-0.8164813  0.8592899  30.27 160.01  452.05 1093.13 0.068498 Survey010092 -0.8166667  0.8588889 163.14  456.63 1100.65 0
 1.5396824  0.0018904  34.73 176.80  478.53 1087.31 0.139517 Survey010093  1.5400000  0.0022222 168.46  465.38 1050.00 1
-1.3061178  1.0366348  34.42 205.63  590.58 1340.33 0.025631 Survey010094 -1.3066667  1.0366667 206.79  590.99 1339.31 1
-1.4656029 -0.8735034  35.39 209.71  600.98 1376.92 0.042732 Survey010095 -1.4655556 -0.8733333 220.18  609.42 1365.23 1
-0.3600748  1.9038894  49.56 255.61  702.34 1631.61 0.083694 Survey010096 -0.3600000  1.9033333 260.43  704.18 1612.00 1
-0.3586591  1.9054382   3.01   9.37   14.41   16.03 1.988832 Survey010096 -0.3600000  1.9033333 260.43  704.18 1612.00 0
-1.0380754 -1.7486267  49.11 283.65  785.21 1696.16 0.048930 Survey010097 -1.0377778 -1.7488889 282.51  781.67 1678.52 1
 1.6610664 -1.1069402  63.37 333.06  934.78 2239.20 0.059463 Survey010098  1.6611111 -1.1066667 326.40  922.14 2199.79 1
 0.7366336 -0.6010877  75.98 378.27  999.13 2195.76 0.051245 Survey010099  0.7366667 -0.6011111 375.69  996.15 2191.83 1
-0.1834239  1.1478819 156.07 926.33 2651.49 6033.42 0.023793 Survey010100 -0.1833333  1.1477778 922.67 2648.46 6032.07 1
-1.3535455 -1.7592211   8.05  44.59  118.32  242.69 0.261954 Survey020001 -1.3533333 -1.7588889  50.31  118.23  233.62 1
-0.1982031 -1.8603865  12.46  54.06  121.83  212.58 0.657252 Survey020002 -0.1988889 -1.8611111  50.37  117.62  207.42 1
 1.1752366  1.6619922   4.74  18.64   37.49   55.47 1.148820 Survey020003  1.1755556  1.6611111  50.39  134.18  288.40 1
 1.1757356  1.6615753   5.49  33.51   98.96  234.74 0.100009 Survey020003  1.1755556  1.6611111  50.39  134.18  288.40 0
-2.3631992  0.4927154  13.09  48.16   89.80  119.57 1.146945 Survey020004 -2.3633333  0.4922222  50.39   87.73  116.40 1
-0.4318638  0.4436477  12.23  55.77  133.06  251.82 0.630495 Survey020005 -0.4322222  0.4433333  50.44  128.24  249.89 1
-1.5743408 -1.4452695  11.37  39.03   67.05   81.32 1.634013 Survey020006 -1.5744444 -1.4455556  50.58   80.51   91.34 1
-1.5752431 -1.4440082   2.20   6.34    9.19    9.71 2.715661 Survey020006 -1.5744444 -1.4455556  50.58   80.51   91.34 0
 1.5151811  1.7447621   1.23   2.32    2.36    1.27 4.322304 Survey020007  1.5144444  1.7455556  50.72  123.21  260.41 1
 1.5143155  1.7458650   6.70  39.70  113.57  258.84 0.094822 Survey020007  1.5144444  1.7455556  50.72  123.21  260.41 0
-0.0450152 -0.3988728   8.01  32.48   67.66  105.16 1.247398 Survey020008 -0.0455556 -0.3988889  50.94   86.88  112.28 1
-0.7180818  2.4006584   5.84  21.46   39.95   52.95 1.394134 Survey020009 -0.7166667  2.4011111  51.14  103.58  162.23 1
-0.7162929  2.4022355   6.83  30.72   72.15  133.36 0.603033 Survey020009 -0.7166667  2.4011111  51.14  103.58  162.23 0
-1.7130154 -0.3030226  10.26  36.52   65.48   82.42 1.445704 Survey020010 -1.7133333 -0.3033333  51.19   80.00   93.11 1
-1.7124228 -0.3030974   1.48   2.93    3.05    1.96 3.153244 Survey020010 -1.7133333 -0.3033333  51.19   80.00   93.11 0
-0.3133960 -0.1028715  13.90  58.44  126.94  209.83 0.871488 Survey020011 -0.3133333 -0.1033333  51.37  122.84  208.21 1
 2.3670118  0.4562575  11.58  52.05  122.07  225.26 0.674101 Survey020012  2.3666667  0.4555556  51.48  117.81  218.72 1
-1.7830551  0.4624762  14.55  49.96   85.93  105.73 1.693044 Survey020013 -1.7833333  0.4622222  51.49   89.64  113.28 1
-0.0889586 -0.6489318  14.14  55.83  112.80  168.02 1.079570 Survey020014 -0.0888889 -0.6488889  51.50  110.26  166.10 1
-1.0800897 -0.9621190  11.64  50.88  115.58  203.45 0.870723 Survey020015 -1.0800000 -0.9622222  51.59  114.60  201.14 1
 1.1442230 -0.2678587   8.94  40.23   94.61  175.67 0.493129 Survey020016  1.1444444 -0.2677778  51.59  100.32  172.34 1
-0.0502243 -0.3982353   9.28  37.31   76.95  118.03 1.117857 Survey020017 -0.0500000 -0.3988889  51.69   93.13  123.33 1
 1.9139131 -1.3861860  13.99  52.28   99.08  134.53 1.386016 Survey020018  1.9133333 -1.3866667  51.83   96.26  130.51 1
-0.7644100 -1.7296281  14.29  56.32  113.49  168.24 1.137797 Survey020019 -0.7644444 -1.7300000  52.04  109.95  165.17 1
-1.5815467  1.0649004   4.30  15.35   27.62   35.51 1.588481 Survey020020 -1.5822222  1.0644444  52.10   66.96   65.31 1
-1.5836008  1.0640808   1.74   6.37   10.76   11.90 1.433483 Survey020020 -1.5822222  1.0644444  52.10   66.96   65.31 0
-1.5833247  1.0658793   1.82   6.60   10.96   11.78 1.391453 Survey020020 -1.5822222  1.0644444  52.10   66.96   65.31 0
 0.5091947 -2.0724058  12.18  54.38  126.58  230.90 0.704280 Survey020021  0.5088889 -2.0722222  52.29  122.03  224.80 1
 1.9727144 -1.4660025  11.87  54.99  133.64  259.74 0.504545 Survey020022  1.9722222 -1.4666667  52.69  131.10  253.90 1
 0.1411520  1.4589560   9.66  57.59  165.34  376.95 0.108834 Survey020023  0.1411111  1.4588889  52.76  160.09  372.55 1
 1.2006799  0.9760112   9.69  37.87   75.66  111.02 1.032919 Survey020024  1.2011111  0.9755556  52.81   96.30  132.41 1
-1.0225763  1.3784426   2.96  10.74   19.77   26.06 1.183493 Survey020025 -1.0233333  1.3777778  53.01  108.75  169.31 1
-1.0230361  1.3783634   8.58  36.33   79.51  132.71 1.058596 Survey020025 -1.0233333  1.3777778  53.01  108.75  169.31 0
-1.0236026  1.3786489   1.79   7.15   13.21   16.47 1.167619 Survey020025 -1.0233333  1.3777778  53.01  108.75  169.31 0
 1.6567807 -0.4354630  14.39  54.24  103.87  143.32 1.296375 Survey020026  1.6566667 -0.4355556  53.46  101.45  141.04 1
 2.2857518 -0.3141253  10.15  58.28  160.91  348.53 0.044254 Survey020027  2.2855556 -0.3144444  53.79  157.35  348.43 1
 0.4959288  0.4225194  10.75  47.42  108.83  194.60 0.737470 Survey020028  0.4955556  0.4222222  53.95  119.34  206.88 1
-1.8389106 -1.0897162   6.70  38.98  108.88  238.58 0.049742 Survey020029 -1.8388889 -1.0900000  54.00  110.09  237.60 1
-1.8786480  0.2295768  10.41  61.52  176.60  408.52 0.037525 Survey020030 -1.8788889  0.2288889  54.42  169.59  400.18 1
 0.0634657  2.4220994  10.83  51.26  127.65  257.13 0.366768 Survey020031  0.0633333  2.4222222  54.80  126.88  251.59 1
 0.0699699 -1.1623155  13.32  59.51  138.66  253.40 0.804118 Survey020032  0.0700000 -1.1622222  54.92  134.26  249.65 1
 0.8392541  1.4002445  18.58  55.39   82.46   91.73 2.635876 Survey020033  0.8388889  1.4000000  55.46   81.00   89.55 1
 0.0584789  0.1140896  10.83  60.50  161.80  334.92 0.195188 Survey020034  0.0577778  0.1133333  55.85  154.05  320.81 1
 1.6278443  1.3002872  12.58  49.81  100.75  149.86 1.298068 Survey020035  1.6277778  1.3000000  55.97  110.68  158.05 1
-0.6436911 -0.1234642   2.10  10.18   23.22   38.55 0.641609 Survey020036 -0.6422222 -0.1244444  56.09  113.26  167.67 1
-0.6406789 -0.1229751   1.76   4.16    5.41    4.26 3.600116 Survey020036 -0.6422222 -0.1244444  56.09  113.26  167.67 0
-0.6428501 -0.1249043   5.69  18.04   28.42   30.82 1.654516 Survey020036 -0.6422222 -0.1244444  56.09  113.26  167.67 0
-0.6419249 -0.1246170   7.43  31.60   69.50  116.76 1.219041 Survey020036 -0.6422222 -0.1244444  56.09  113.26  167.67 0
 2.1458228 -1.0973860  10.42  61.17  173.77  394.21 0.073242 Survey020037  2.1455556 -1.0977778  56.27  172.73  397.30 1
 0.9406126 -1.5195228  12.64  63.35  168.38  372.63 0.349551 Survey020038  0.9400000 -1.5200000  56.56  161.31  362.52 1
 1.6586691 -1.5582447   1.63   4.19    5.56    4.97 2.998296 Survey020039  1.6588889 -1.5600000  56.57   81.77   89.09 1
 1.6593754 -1.5599675  10.37  35.59   61.17   75.30 1.702241 Survey020039  1.6588889 -1.5600000  56.57   81.77   89.09 0
 0.0167336 -0.7827955   9.26  54.08  151.87  336.18 0.114286 Survey020040  0.0166667 -0.7833333  56.68  154.57  337.02 1
-2.1743984 -1.2526920   5.44  11.35   12.04    7.92 3.047039 Survey020041 -2.1755556 -1.2544444  57.05  152.95  332.85 1
-2.1751931 -1.2546619   9.10  53.52  151.35  337.53 0.133712 Survey020041 -2.1755556 -1.2544444  57.05  152.95  332.85 0
-2.0043292 -0.0026163  14.18  57.05  117.80  180.88 1.299686 Survey020042 -2.0044444 -0.0033333  57.23  120.39  181.99 1
-0.6242206  1.4903042   3.35  17.45   43.05   79.44 0.410678 Survey020043 -0.6244444  1.4900000  57.54  108.78  158.57 1
-0.6247364  1.4909325   4.13  16.66   34.48   53.17 1.132535 Survey020043 -0.6244444  1.4900000  57.54  108.78  158.57 0
-0.1498395  1.8714108  13.16  56.58  126.18  216.82 0.723114 Survey020044 -0.1500000  1.8711111  57.79  130.37  221.76 1
-0.5977420 -1.4926767  13.48  61.81  148.59  284.98 0.363817 Survey020045 -0.5977778 -1.4933333  58.07  143.10  276.59 1
-1.0201427  0.4778776  10.44  46.61  108.52  198.36 0.573207 Survey020046 -1.0200000  0.4777778  58.08  121.29  206.09 1
 1.6541076  1.4661170   9.12  42.39  103.54  203.54 0.312534 Survey020047  1.6533333  1.4666667  58.32  119.61  207.31 1
-0.3865261 -0.4187247  11.01  50.66  122.12  234.67 0.512832 Survey020048 -0.3866667 -0.4188889  58.42  133.80  242.47 1
 1.5647860  1.3453670   1.92   4.87    6.98    6.13 3.783267 Survey020049  1.5655556  1.3466667  58.64  108.13  153.39 1
 1.5656710  1.3473976   8.59  34.92   73.17  115.60 0.725363 Survey020049  1.5655556  1.3466667  58.64  108.13  153.39 0
 1.5657486  1.3469796   5.18  17.14   28.26   35.56 2.167264 Survey020049  1.5655556  1.3466667  58.64  108.13  153.39 0
 1.7922727 -1.5047255   9.55  48.32  129.95  292.68 0.228238 Survey020050  1.7922222 -1.5044444  58.70  149.48  310.93 1
 1.7929767 -1.5041696   2.64   6.83    9.49    8.54 3.348561 Survey020050  1.7922222 -1.5044444  58.70  149.48  310.93 0
 0.1745050  2.2346687  14.60  68.01  166.42  326.93 0.419172 Survey020051  0.1744444  2.2344444  60.50  159.72  323.97 1
-0.6886013 -0.4516293  12.10  59.07  152.39  322.86 0.272391 Survey020052 -0.6888889 -0.4522222  60.51  158.63  326.77 1
-0.0937345  2.4768863  11.66  54.83  135.48  269.63 0.532346 Survey020053 -0.0944444  2.4766667  61.13  140.13  268.62 1
 1.5076405  0.9843848  14.21  66.04  161.19  315.97 0.317392 Survey020054  1.5077778  0.9844444  61.72  156.33  307.98 1
 1.9129761 -0.7847137  12.10  51.54  113.79  192.86 0.702479 Survey020055  1.9122222 -0.7844444  62.57  125.13  197.37 1
 0.9898110 -2.2563510  15.72  63.15  130.19  199.66 0.971307 Survey020056  0.9900000 -2.2566667  62.96  129.55  196.04 1
 0.3032487  1.3314135  11.52  57.54  152.34  335.22 0.295655 Survey020057  0.3033333  1.3311111  63.91  156.27  336.64 1
-0.1559986 -1.0047846  11.89  69.93  198.21  445.06 0.110937 Survey020058 -0.1566667 -1.0055556  64.12  189.15  427.06 1
-0.9750494  1.5830445  12.24  72.32  205.71  463.22 0.094975 Survey020059 -0.9755556  1.5833333  65.43  197.81  451.25 1
-0.1716565  2.3233738  10.56  63.73  185.76  433.23 0.091021 Survey020060 -0.1722222  2.3233333  65.55  186.51  428.40 1
-1.8392318  1.3377926  13.24  61.31  148.87  288.83 0.538157 Survey020061 -1.8400000  1.3377778  65.67  151.30  284.41 1
-0.4863414 -2.0436015   9.81  56.66  157.56  345.12 0.097930 Survey020062 -0.4866667 -2.0433333  66.00  165.61  346.19 1
 1.5172459  1.0557308  13.24  66.61  177.92  396.70 0.358500 Survey020063  1.5166667  1.0555556  66.04  175.59  390.11 1
-0.8837619  0.2725138  15.68  63.35  131.37  203.11 1.002361 Survey020064 -0.8844444  0.2722222  66.40  131.25  198.44 1
-2.1389935 -1.0985487  14.64  67.00  160.53  305.49 0.569193 Survey020065 -2.1388889 -1.0988889  67.45  157.99  301.78 1
 0.8797112 -1.7973510  10.09  32.38   51.50   63.75 2.429851 Survey020066  0.8800000 -1.7977778  67.47   81.24   79.51 1
 0.6488965  1.2966470  18.02  72.24  148.59  227.23 0.923584 Survey020067  0.6488889  1.2966667  67.58  144.35  224.72 1
 1.7171675  1.7810059   3.32   6.27    6.46    3.54 4.113345 Survey020068  1.7177778  1.7800000  67.99  119.04  159.68 1
 1.7171102  1.7810805   2.13   3.62    3.37    1.62 4.113354 Survey020068  1.7177778  1.7800000  67.99  119.04  159.68 0
 1.7178227  1.7805643  14.37  55.39  108.81  155.58 1.271908 Survey020068  1.7177778  1.7800000  67.99  119.04  159.68 0
 0.0965851 -1.4027333   2.32   5.92    7.65    6.75 2.869665 Survey020069  0.0977778 -1.4011111  68.18  156.63  300.52 1
 0.0984908 -1.4004897  12.52  59.55  149.11  302.69 0.396373 Survey020069  0.0977778 -1.4011111  68.18  156.63  300.52 0
 0.1678546  0.0092181  14.34  71.15  187.09  407.81 0.254661 Survey020070  0.1677778  0.0088889  68.63  186.17  410.37 1
-0.6147016  0.3706927  15.15  74.69  194.99  421.10 0.182012 Survey020071 -0.6144444  0.3700000  69.17  186.71  404.39 1
-0.5475090 -0.7979004  12.52  73.30  205.02  445.18 0.027966 Survey020072 -0.5477778 -0.7977778  69.20  201.98  439.14 1
-1.2805057 -1.1335620  13.85  68.89  181.58  397.08 0.260157 Survey020073 -1.2811111 -1.1333333  70.16  178.75  384.63 1
 0.0936052  0.2777512  15.59  74.20  186.03  378.36 0.378360 Survey020074  0.0933333  0.2777778  71.07  184.01  378.51 1
-0.5659703  0.8003424  14.37  71.69  189.68  417.12 0.217493 Survey020075 -0.5666667  0.8000000  72.13  184.84  406.72 1
-0.1971454  1.9831300  15.63  69.50  161.05  292.10 0.659125 Survey020076 -0.1977778  1.9833333  73.00  161.12  283.04 1
 1.0694212  1.7943131  10.64  62.06  174.00  383.84 0.111831 Survey020077  1.0688889  1.7944444  73.68  187.16  389.93 1
-1.9856659 -0.5712340  13.43  77.46  214.84  468.31 0.179280 Survey020078 -1.9855556 -0.5711111  74.74  214.73  464.27 1
-1.9848651 -0.5704972   2.78   7.15    9.61    8.53 3.116071 Survey020078 -1.9855556 -0.5711111  74.74  214.73  464.27 0
 0.0664878  1.8363361  16.76  79.45  198.18  399.79 0.444842 Survey020079  0.0666667  1.8366667  74.98  191.64  383.75 1
-2.1074522  0.8143545  10.62  62.97  179.75  406.37 0.051652 Survey020080 -2.1077778  0.8144444  75.18  188.68  409.91 1
-1.2091269 -1.5703610  16.38  74.06  174.95  326.29 0.670742 Survey020081 -1.2088889 -1.5711111  75.37  170.61  313.89 1
 0.3042717 -0.3268377  15.98  76.04  190.56  387.41 0.364506 Survey020082  0.3044444 -0.3266667  76.15  188.70  377.02 1
 0.2704819  0.9703384  11.80  66.99  182.10  383.98 0.199278 Survey020083  0.2700000  0.9700000  76.39  187.91  385.89 1
 1.0119330  0.3414226  15.90  76.61  194.87  405.10 0.249021 Survey020084  1.0122222  0.3411111  77.95  195.45  400.54 1
 0.6716192  0.6319326  14.81  60.79  128.44  203.84 1.090202 Survey020085  0.6711111  0.6322222  78.64  142.27  205.81 1
 1.1509266 -0.8216512  14.60  84.14  233.34  509.39 0.127760 Survey020086  1.1511111 -0.8222222  80.47  225.39  489.45 1
 0.6869566  1.8644837  16.61  83.75  224.25  501.86 0.200330 Survey020087  0.6866667  1.8644444  85.50  223.10  501.47 1
 0.5457096  1.7340078  15.46  90.59  255.29  566.73 0.096886 Survey020088  0.5455556  1.7333333  86.25  249.02  556.80 1
 2.1018350 -0.1715083  17.08  94.91  249.74  495.48 0.024380 Survey020089  2.1011111 -0.1722222  88.62  239.47  474.98 1
 1.6044250  0.6905769  16.31  78.57  199.72  414.55 0.238900 Survey020090  1.6044444  0.6900000  90.63  207.43  409.97 1
-1.6261194 -0.6326072  15.85  96.97  287.88  692.53 0.049205 Survey020091 -1.6266667 -0.6333333  91.15  279.39  677.37 1
-1.8467661 -0.4452513  20.86  99.54  250.14  510.29 0.461624 Survey020092 -1.8466667 -0.4455556  95.09  246.10  509.16 1
-1.4783369  0.6077414  16.13  94.07  264.24  586.39 0.135354 Survey020093 -1.4788889  0.6077778  95.98  262.41  583.41 1
 0.8757187 -0.9715020  17.72 107.05  312.67  732.80 0.084912 Survey020094  0.8755556 -0.9722222  97.83  303.32  720.21 1
 0.1728693 -1.8762234  21.17 102.27  260.82  543.86 0.306962 Survey020095  0.1722222 -1.8766667 101.96  256.05  531.34 1
-1.8311589 -1.2327116  21.61 105.79  274.19  586.59 0.186314 Survey020096 -1.8311111 -1.2333333 104.26  270.52  574.98 1
 1.3174722 -1.0332776  22.57 114.08  306.15  686.71 0.300787 Survey020097  1.3177778 -1.0333333 113.25  301.36  672.78 1
 1.3196999 -1.0344194   2.21   3.93    3.76    1.87 4.265307 Survey020097  1.3177778 -1.0333333 113.25  301.36  672.78 0
-0.9028890 -0.8741180  19.52 114.00  320.23  708.99 0.088621 Survey020098 -0.9033333 -0.8744444 115.69  323.24  712.43 1
 2.1883495  0.9067490  25.43 123.37  316.02  662.87 0.402836 Survey020099  2.1877778  0.9066667 118.87  310.09  649.03 1
-2.2118814 -0.8326231  20.17 116.72  324.03  703.83 0.089231 Survey020100 -2.2122222 -0.8333333 127.93  327.46  692.32 1
 1.9245614 -0.1292322  24.92 120.63  308.37  645.17 0.338048 Survey020101  1.9244444 -0.1300000 128.44  309.55  637.30 1
 1.0186028  2.1469541  25.77 128.98  342.48  757.14 0.217720 Survey020102  1.0188889  2.1466667 128.56  340.91  751.42 1
